(l1, l2, l3, m1, m2, m3)
(1, 5, 6, 1, 2, 1): -sqrt(2145)/(286*sqrt(pi))
(1, 5, 6, 1, 2, 3): 3*sqrt(858)/(286*sqrt(pi))
(1, 5, 6, 1, 3, 2): -3*sqrt(143)/(286*sqrt(pi))
(1, 5, 6, 1, 3, 4): 3*sqrt(4290)/(572*sqrt(pi))
(1, 5, 6, 1, 4, 3): -3*sqrt(286)/(572*sqrt(pi))
(1, 5, 6, 1, 4, 5): sqrt(390)/(52*sqrt(pi))
(1, 5, 6, 1, 5, 4): -sqrt(858)/(572*sqrt(pi))
(1, 5, 6, 1, 5, 6): 3*sqrt(13)/(26*sqrt(pi))
(1, 6, 5, -1, -6, 5): -3*sqrt(13)/(26*sqrt(pi))
(1, 6, 5, -1, -5, 4): sqrt(390)/(52*sqrt(pi))
(1, 6, 5, -1, -4, 3): -3*sqrt(4290)/(572*sqrt(pi))
(1, 6, 5, -1, -4, 5): -sqrt(858)/(572*sqrt(pi))
(1, 6, 5, -1, -3, 2): 3*sqrt(858)/(286*sqrt(pi))
(1, 6, 5, -1, -3, 4): 3*sqrt(286)/(572*sqrt(pi))
(1, 6, 5, -1, -2, 1): -sqrt(6006)/(286*sqrt(pi))
(1, 6, 5, -1, -2, 3): -3*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, -1, -1, 0): 3*sqrt(1001)/(286*sqrt(pi))
(1, 6, 5, -1, -1, 2): sqrt(2145)/(286*sqrt(pi))
(1, 6, 5, -1, 0, -1): -3*sqrt(715)/(286*sqrt(pi))
(1, 6, 5, -1, 1, -2): sqrt(2145)/(286*sqrt(pi))
(1, 6, 5, -1, 2, -3): -3*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, -1, 2, -1): -sqrt(6006)/(286*sqrt(pi))
(1, 6, 5, -1, 3, -4): 3*sqrt(286)/(572*sqrt(pi))
(1, 6, 5, -1, 3, -2): 3*sqrt(858)/(286*sqrt(pi))
(1, 6, 5, -1, 4, -5): -sqrt(858)/(572*sqrt(pi))
(1, 6, 5, -1, 4, -3): -3*sqrt(4290)/(572*sqrt(pi))
(1, 6, 5, -1, 5, -4): sqrt(390)/(52*sqrt(pi))
(1, 6, 5, -1, 6, -5): -3*sqrt(13)/(26*sqrt(pi))
(1, 6, 5, 0, -5, -5): sqrt(39)/(26*sqrt(pi))
(1, 6, 5, 0, -4, -4): sqrt(2145)/(143*sqrt(pi))
(1, 6, 5, 0, -3, -3): 9*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, 0, -2, -2): 2*sqrt(858)/(143*sqrt(pi))
(1, 6, 5, 0, -1, -1): sqrt(15015)/(286*sqrt(pi))
(1, 6, 5, 0, 0, 0): 3*sqrt(429)/(143*sqrt(pi))
(1, 6, 5, 0, 1, 1): sqrt(15015)/(286*sqrt(pi))
(1, 6, 5, 0, 2, 2): 2*sqrt(858)/(143*sqrt(pi))
(1, 6, 5, 0, 3, 3): 9*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, 0, 4, 4): sqrt(2145)/(143*sqrt(pi))
(1, 6, 5, 0, 5, 5): sqrt(39)/(26*sqrt(pi))
(1, 6, 5, 1, -6, -5): -3*sqrt(13)/(26*sqrt(pi))
(1, 6, 5, 1, -5, -4): -sqrt(390)/(52*sqrt(pi))
(1, 6, 5, 1, -4, -5): sqrt(858)/(572*sqrt(pi))
(1, 6, 5, 1, -4, -3): -3*sqrt(4290)/(572*sqrt(pi))
(1, 6, 5, 1, -3, -4): 3*sqrt(286)/(572*sqrt(pi))
(1, 6, 5, 1, -3, -2): -3*sqrt(858)/(286*sqrt(pi))
(1, 6, 5, 1, -2, -3): 3*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, 1, -2, -1): -sqrt(6006)/(286*sqrt(pi))
(1, 6, 5, 1, -1, -2): sqrt(2145)/(286*sqrt(pi))
(1, 6, 5, 1, 0, 1): -3*sqrt(715)/(286*sqrt(pi))
(1, 6, 5, 1, 1, 0): 3*sqrt(1001)/(286*sqrt(pi))
(1, 6, 5, 1, 1, 2): -sqrt(2145)/(286*sqrt(pi))
(1, 6, 5, 1, 2, 1): sqrt(6006)/(286*sqrt(pi))
(1, 6, 5, 1, 2, 3): -3*sqrt(143)/(286*sqrt(pi))
(1, 6, 5, 1, 3, 2): 3*sqrt(858)/(286*sqrt(pi))
(1, 6, 5, 1, 3, 4): -3*sqrt(286)/(572*sqrt(pi))
(1, 6, 5, 1, 4, 3): 3*sqrt(4290)/(572*sqrt(pi))
(1, 6, 5, 1, 4, 5): -sqrt(858)/(572*sqrt(pi))
(1, 6, 5, 1, 5, 4): sqrt(390)/(52*sqrt(pi))
(1, 6, 5, 1, 6, 5): 3*sqrt(13)/(26*sqrt(pi))
(1, 6, 7, -1, -6, 5): sqrt(130)/(260*sqrt(pi))
(1, 6, 7, -1, -6, 7): sqrt(70)/(20*sqrt(pi))
(1, 6, 7, -1, -5, 4): -sqrt(390)/(260*sqrt(pi))
(1, 6, 7, -1, -5, 6): -sqrt(15)/(10*sqrt(pi))
(1, 6, 7, -1, -4, 3): sqrt(195)/(130*sqrt(pi))
(1, 6, 7, -1, -4, 5): sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, -1, -3, 2): -sqrt(13)/(26*sqrt(pi))
(1, 6, 7, -1, -3, 4): -sqrt(286)/(52*sqrt(pi))
(1, 6, 7, -1, -2, 1): sqrt(78)/(52*sqrt(pi))
(1, 6, 7, -1, -2, 3): 3*sqrt(26)/(52*sqrt(pi))
(1, 6, 7, -1, -1, 0): -sqrt(1365)/(130*sqrt(pi))
(1, 6, 7, -1, -1, 2): -3*sqrt(130)/(130*sqrt(pi))
(1, 6, 7, -1, 0, -1): sqrt(455)/(65*sqrt(pi))
(1, 6, 7, -1, 1, -2): -3*sqrt(130)/(130*sqrt(pi))
(1, 6, 7, -1, 2, -3): 3*sqrt(26)/(52*sqrt(pi))
(1, 6, 7, -1, 2, -1): sqrt(78)/(52*sqrt(pi))
(1, 6, 7, -1, 3, -4): -sqrt(286)/(52*sqrt(pi))
(1, 6, 7, -1, 3, -2): -sqrt(13)/(26*sqrt(pi))
(1, 6, 7, -1, 4, -5): sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, -1, 4, -3): sqrt(195)/(130*sqrt(pi))
(1, 6, 7, -1, 5, -6): -sqrt(15)/(10*sqrt(pi))
(1, 6, 7, -1, 5, -4): -sqrt(390)/(260*sqrt(pi))
(1, 6, 7, -1, 6, -7): sqrt(70)/(20*sqrt(pi))
(1, 6, 7, -1, 6, -5): sqrt(130)/(260*sqrt(pi))
(1, 6, 7, 0, -6, -6): sqrt(5)/(10*sqrt(pi))
(1, 6, 7, 0, -5, -5): sqrt(390)/(65*sqrt(pi))
(1, 6, 7, 0, -4, -4): sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, 0, -3, -3): sqrt(26)/(13*sqrt(pi))
(1, 6, 7, 0, -2, -2): 3*sqrt(13)/(26*sqrt(pi))
(1, 6, 7, 0, -1, -1): 2*sqrt(195)/(65*sqrt(pi))
(1, 6, 7, 0, 0, 0): 7*sqrt(65)/(130*sqrt(pi))
(1, 6, 7, 0, 1, 1): 2*sqrt(195)/(65*sqrt(pi))
(1, 6, 7, 0, 2, 2): 3*sqrt(13)/(26*sqrt(pi))
(1, 6, 7, 0, 3, 3): sqrt(26)/(13*sqrt(pi))
(1, 6, 7, 0, 4, 4): sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, 0, 5, 5): sqrt(390)/(65*sqrt(pi))
(1, 6, 7, 0, 6, 6): sqrt(5)/(10*sqrt(pi))
(1, 6, 7, 1, -6, -7): -sqrt(70)/(20*sqrt(pi))
(1, 6, 7, 1, -6, -5): sqrt(130)/(260*sqrt(pi))
(1, 6, 7, 1, -5, -6): -sqrt(15)/(10*sqrt(pi))
(1, 6, 7, 1, -5, -4): sqrt(390)/(260*sqrt(pi))
(1, 6, 7, 1, -4, -5): -sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, 1, -4, -3): sqrt(195)/(130*sqrt(pi))
(1, 6, 7, 1, -3, -4): -sqrt(286)/(52*sqrt(pi))
(1, 6, 7, 1, -3, -2): sqrt(13)/(26*sqrt(pi))
(1, 6, 7, 1, -2, -3): -3*sqrt(26)/(52*sqrt(pi))
(1, 6, 7, 1, -2, -1): sqrt(78)/(52*sqrt(pi))
(1, 6, 7, 1, -1, -2): -3*sqrt(130)/(130*sqrt(pi))
(1, 6, 7, 1, 0, 1): sqrt(455)/(65*sqrt(pi))
(1, 6, 7, 1, 1, 0): -sqrt(1365)/(130*sqrt(pi))
(1, 6, 7, 1, 1, 2): 3*sqrt(130)/(130*sqrt(pi))
(1, 6, 7, 1, 2, 1): -sqrt(78)/(52*sqrt(pi))
(1, 6, 7, 1, 2, 3): 3*sqrt(26)/(52*sqrt(pi))
(1, 6, 7, 1, 3, 2): -sqrt(13)/(26*sqrt(pi))
(1, 6, 7, 1, 3, 4): sqrt(286)/(52*sqrt(pi))
(1, 6, 7, 1, 4, 3): -sqrt(195)/(130*sqrt(pi))
(1, 6, 7, 1, 4, 5): sqrt(2145)/(130*sqrt(pi))
(1, 6, 7, 1, 5, 4): -sqrt(390)/(260*sqrt(pi))
(1, 6, 7, 1, 5, 6): sqrt(15)/(10*sqrt(pi))
(1, 6, 7, 1, 6, 5): -sqrt(130)/(260*sqrt(pi))
(1, 6, 7, 1, 6, 7): sqrt(70)/(20*sqrt(pi))
(1, 7, 6, -1, -7, 6): sqrt(70)/(20*sqrt(pi))
(1, 7, 6, -1, -6, 5): -sqrt(15)/(10*sqrt(pi))
(1, 7, 6, -1, -5, 4): sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, -1, -5, 6): sqrt(130)/(260*sqrt(pi))
(1, 7, 6, -1, -4, 3): -sqrt(286)/(52*sqrt(pi))
(1, 7, 6, -1, -4, 5): -sqrt(390)/(260*sqrt(pi))
(1, 7, 6, -1, -3, 2): 3*sqrt(26)/(52*sqrt(pi))
(1, 7, 6, -1, -3, 4): sqrt(195)/(130*sqrt(pi))
(1, 7, 6, -1, -2, 1): -3*sqrt(130)/(130*sqrt(pi))
(1, 7, 6, -1, -2, 3): -sqrt(13)/(26*sqrt(pi))
(1, 7, 6, -1, -1, 0): sqrt(455)/(65*sqrt(pi))
(1, 7, 6, -1, -1, 2): sqrt(78)/(52*sqrt(pi))
(1, 7, 6, -1, 0, -1): -sqrt(1365)/(130*sqrt(pi))
(1, 7, 6, -1, 1, -2): sqrt(78)/(52*sqrt(pi))
(1, 7, 6, -1, 2, -3): -sqrt(13)/(26*sqrt(pi))
(1, 7, 6, -1, 2, -1): -3*sqrt(130)/(130*sqrt(pi))
(1, 7, 6, -1, 3, -4): sqrt(195)/(130*sqrt(pi))
(1, 7, 6, -1, 3, -2): 3*sqrt(26)/(52*sqrt(pi))
(1, 7, 6, -1, 4, -5): -sqrt(390)/(260*sqrt(pi))
(1, 7, 6, -1, 4, -3): -sqrt(286)/(52*sqrt(pi))
(1, 7, 6, -1, 5, -6): sqrt(130)/(260*sqrt(pi))
(1, 7, 6, -1, 5, -4): sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, -1, 6, -5): -sqrt(15)/(10*sqrt(pi))
(1, 7, 6, -1, 7, -6): sqrt(70)/(20*sqrt(pi))
(1, 7, 6, 0, -6, -6): sqrt(5)/(10*sqrt(pi))
(1, 7, 6, 0, -5, -5): sqrt(390)/(65*sqrt(pi))
(1, 7, 6, 0, -4, -4): sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, 0, -3, -3): sqrt(26)/(13*sqrt(pi))
(1, 7, 6, 0, -2, -2): 3*sqrt(13)/(26*sqrt(pi))
(1, 7, 6, 0, -1, -1): 2*sqrt(195)/(65*sqrt(pi))
(1, 7, 6, 0, 0, 0): 7*sqrt(65)/(130*sqrt(pi))
(1, 7, 6, 0, 1, 1): 2*sqrt(195)/(65*sqrt(pi))
(1, 7, 6, 0, 2, 2): 3*sqrt(13)/(26*sqrt(pi))
(1, 7, 6, 0, 3, 3): sqrt(26)/(13*sqrt(pi))
(1, 7, 6, 0, 4, 4): sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, 0, 5, 5): sqrt(390)/(65*sqrt(pi))
(1, 7, 6, 0, 6, 6): sqrt(5)/(10*sqrt(pi))
(1, 7, 6, 1, -7, -6): -sqrt(70)/(20*sqrt(pi))
(1, 7, 6, 1, -6, -5): -sqrt(15)/(10*sqrt(pi))
(1, 7, 6, 1, -5, -6): sqrt(130)/(260*sqrt(pi))
(1, 7, 6, 1, -5, -4): -sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, 1, -4, -5): sqrt(390)/(260*sqrt(pi))
(1, 7, 6, 1, -4, -3): -sqrt(286)/(52*sqrt(pi))
(1, 7, 6, 1, -3, -4): sqrt(195)/(130*sqrt(pi))
(1, 7, 6, 1, -3, -2): -3*sqrt(26)/(52*sqrt(pi))
(1, 7, 6, 1, -2, -3): sqrt(13)/(26*sqrt(pi))
(1, 7, 6, 1, -2, -1): -3*sqrt(130)/(130*sqrt(pi))
(1, 7, 6, 1, -1, -2): sqrt(78)/(52*sqrt(pi))
(1, 7, 6, 1, 0, 1): -sqrt(1365)/(130*sqrt(pi))
(1, 7, 6, 1, 1, 0): sqrt(455)/(65*sqrt(pi))
(1, 7, 6, 1, 1, 2): -sqrt(78)/(52*sqrt(pi))
(1, 7, 6, 1, 2, 1): 3*sqrt(130)/(130*sqrt(pi))
(1, 7, 6, 1, 2, 3): -sqrt(13)/(26*sqrt(pi))
(1, 7, 6, 1, 3, 2): 3*sqrt(26)/(52*sqrt(pi))
(1, 7, 6, 1, 3, 4): -sqrt(195)/(130*sqrt(pi))
(1, 7, 6, 1, 4, 3): sqrt(286)/(52*sqrt(pi))
(1, 7, 6, 1, 4, 5): -sqrt(390)/(260*sqrt(pi))
(1, 7, 6, 1, 5, 4): sqrt(2145)/(130*sqrt(pi))
(1, 7, 6, 1, 5, 6): -sqrt(130)/(260*sqrt(pi))
(1, 7, 6, 1, 6, 5): sqrt(15)/(10*sqrt(pi))
(1, 7, 6, 1, 7, 6): sqrt(70)/(20*sqrt(pi))
(1, 7, 8, -1, -7, 6): -sqrt(170)/(340*sqrt(pi))
(1, 7, 8, -1, -7, 8): -sqrt(51)/(17*sqrt(pi))
(1, 7, 8, -1, -6, 5): sqrt(510)/(340*sqrt(pi))
(1, 7, 8, -1, -6, 7): sqrt(714)/(68*sqrt(pi))
(1, 7, 8, -1, -5, 4): -sqrt(255)/(170*sqrt(pi))
(1, 7, 8, -1, -5, 6): -sqrt(15470)/(340*sqrt(pi))
(1, 7, 8, -1, -4, 3): sqrt(17)/(34*sqrt(pi))
(1, 7, 8, -1, -4, 5): sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, -1, -3, 2): -sqrt(102)/(68*sqrt(pi))
(1, 7, 8, -1, -3, 4): -sqrt(2805)/(170*sqrt(pi))
(1, 7, 8, -1, -2, 1): sqrt(3570)/(340*sqrt(pi))
(1, 7, 8, -1, -2, 3): sqrt(374)/(68*sqrt(pi))
(1, 7, 8, -1, -1, 0): -sqrt(595)/(85*sqrt(pi))
(1, 7, 8, -1, -1, 2): -3*sqrt(34)/(68*sqrt(pi))
(1, 7, 8, -1, 0, -1): 3*sqrt(85)/(85*sqrt(pi))
(1, 7, 8, -1, 1, -2): -3*sqrt(34)/(68*sqrt(pi))
(1, 7, 8, -1, 2, -3): sqrt(374)/(68*sqrt(pi))
(1, 7, 8, -1, 2, -1): sqrt(3570)/(340*sqrt(pi))
(1, 7, 8, -1, 3, -4): -sqrt(2805)/(170*sqrt(pi))
(1, 7, 8, -1, 3, -2): -sqrt(102)/(68*sqrt(pi))
(1, 7, 8, -1, 4, -5): sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, -1, 4, -3): sqrt(17)/(34*sqrt(pi))
(1, 7, 8, -1, 5, -6): -sqrt(15470)/(340*sqrt(pi))
(1, 7, 8, -1, 5, -4): -sqrt(255)/(170*sqrt(pi))
(1, 7, 8, -1, 6, -7): sqrt(714)/(68*sqrt(pi))
(1, 7, 8, -1, 6, -5): sqrt(510)/(340*sqrt(pi))
(1, 7, 8, -1, 7, -8): -sqrt(51)/(17*sqrt(pi))
(1, 7, 8, -1, 7, -6): -sqrt(170)/(340*sqrt(pi))
(1, 7, 8, 0, -7, -7): sqrt(51)/(34*sqrt(pi))
(1, 7, 8, 0, -6, -6): sqrt(595)/(85*sqrt(pi))
(1, 7, 8, 0, -5, -5): sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, 0, -4, -4): 2*sqrt(255)/(85*sqrt(pi))
(1, 7, 8, 0, -3, -3): sqrt(187)/(34*sqrt(pi))
(1, 7, 8, 0, -2, -2): sqrt(51)/(17*sqrt(pi))
(1, 7, 8, 0, -1, -1): 3*sqrt(595)/(170*sqrt(pi))
(1, 7, 8, 0, 0, 0): 4*sqrt(85)/(85*sqrt(pi))
(1, 7, 8, 0, 1, 1): 3*sqrt(595)/(170*sqrt(pi))
(1, 7, 8, 0, 2, 2): sqrt(51)/(17*sqrt(pi))
(1, 7, 8, 0, 3, 3): sqrt(187)/(34*sqrt(pi))
(1, 7, 8, 0, 4, 4): 2*sqrt(255)/(85*sqrt(pi))
(1, 7, 8, 0, 5, 5): sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, 0, 6, 6): sqrt(595)/(85*sqrt(pi))
(1, 7, 8, 0, 7, 7): sqrt(51)/(34*sqrt(pi))
(1, 7, 8, 1, -7, -8): -sqrt(51)/(17*sqrt(pi))
(1, 7, 8, 1, -7, -6): sqrt(170)/(340*sqrt(pi))
(1, 7, 8, 1, -6, -7): -sqrt(714)/(68*sqrt(pi))
(1, 7, 8, 1, -6, -5): sqrt(510)/(340*sqrt(pi))
(1, 7, 8, 1, -5, -6): -sqrt(15470)/(340*sqrt(pi))
(1, 7, 8, 1, -5, -4): sqrt(255)/(170*sqrt(pi))
(1, 7, 8, 1, -4, -5): -sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, 1, -4, -3): sqrt(17)/(34*sqrt(pi))
(1, 7, 8, 1, -3, -4): -sqrt(2805)/(170*sqrt(pi))
(1, 7, 8, 1, -3, -2): sqrt(102)/(68*sqrt(pi))
(1, 7, 8, 1, -2, -3): -sqrt(374)/(68*sqrt(pi))
(1, 7, 8, 1, -2, -1): sqrt(3570)/(340*sqrt(pi))
(1, 7, 8, 1, -1, -2): -3*sqrt(34)/(68*sqrt(pi))
(1, 7, 8, 1, 0, 1): 3*sqrt(85)/(85*sqrt(pi))
(1, 7, 8, 1, 1, 0): -sqrt(595)/(85*sqrt(pi))
(1, 7, 8, 1, 1, 2): 3*sqrt(34)/(68*sqrt(pi))
(1, 7, 8, 1, 2, 1): -sqrt(3570)/(340*sqrt(pi))
(1, 7, 8, 1, 2, 3): sqrt(374)/(68*sqrt(pi))
(1, 7, 8, 1, 3, 2): -sqrt(102)/(68*sqrt(pi))
(1, 7, 8, 1, 3, 4): sqrt(2805)/(170*sqrt(pi))
(1, 7, 8, 1, 4, 3): -sqrt(17)/(34*sqrt(pi))
(1, 7, 8, 1, 4, 5): sqrt(3315)/(170*sqrt(pi))
(1, 7, 8, 1, 5, 4): -sqrt(255)/(170*sqrt(pi))
(1, 7, 8, 1, 5, 6): sqrt(15470)/(340*sqrt(pi))
(1, 7, 8, 1, 6, 5): -sqrt(510)/(340*sqrt(pi))
(1, 7, 8, 1, 6, 7): sqrt(714)/(68*sqrt(pi))
(1, 7, 8, 1, 7, 6): -sqrt(170)/(340*sqrt(pi))
(1, 7, 8, 1, 7, 8): sqrt(51)/(17*sqrt(pi))
(1, 8, 7, -1, -8, 7): -sqrt(51)/(17*sqrt(pi))
(1, 8, 7, -1, -7, 6): sqrt(714)/(68*sqrt(pi))
(1, 8, 7, -1, -6, 5): -sqrt(15470)/(340*sqrt(pi))
(1, 8, 7, -1, -6, 7): -sqrt(170)/(340*sqrt(pi))
(1, 8, 7, -1, -5, 4): sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, -1, -5, 6): sqrt(510)/(340*sqrt(pi))
(1, 8, 7, -1, -4, 3): -sqrt(2805)/(170*sqrt(pi))
(1, 8, 7, -1, -4, 5): -sqrt(255)/(170*sqrt(pi))
(1, 8, 7, -1, -3, 2): sqrt(374)/(68*sqrt(pi))
(1, 8, 7, -1, -3, 4): sqrt(17)/(34*sqrt(pi))
(1, 8, 7, -1, -2, 1): -3*sqrt(34)/(68*sqrt(pi))
(1, 8, 7, -1, -2, 3): -sqrt(102)/(68*sqrt(pi))
(1, 8, 7, -1, -1, 0): 3*sqrt(85)/(85*sqrt(pi))
(1, 8, 7, -1, -1, 2): sqrt(3570)/(340*sqrt(pi))
(1, 8, 7, -1, 0, -1): -sqrt(595)/(85*sqrt(pi))
(1, 8, 7, -1, 1, -2): sqrt(3570)/(340*sqrt(pi))
(1, 8, 7, -1, 2, -3): -sqrt(102)/(68*sqrt(pi))
(1, 8, 7, -1, 2, -1): -3*sqrt(34)/(68*sqrt(pi))
(1, 8, 7, -1, 3, -4): sqrt(17)/(34*sqrt(pi))
(1, 8, 7, -1, 3, -2): sqrt(374)/(68*sqrt(pi))
(1, 8, 7, -1, 4, -5): -sqrt(255)/(170*sqrt(pi))
(1, 8, 7, -1, 4, -3): -sqrt(2805)/(170*sqrt(pi))
(1, 8, 7, -1, 5, -6): sqrt(510)/(340*sqrt(pi))
(1, 8, 7, -1, 5, -4): sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, -1, 6, -7): -sqrt(170)/(340*sqrt(pi))
(1, 8, 7, -1, 6, -5): -sqrt(15470)/(340*sqrt(pi))
(1, 8, 7, -1, 7, -6): sqrt(714)/(68*sqrt(pi))
(1, 8, 7, -1, 8, -7): -sqrt(51)/(17*sqrt(pi))
(1, 8, 7, 0, -7, -7): sqrt(51)/(34*sqrt(pi))
(1, 8, 7, 0, -6, -6): sqrt(595)/(85*sqrt(pi))
(1, 8, 7, 0, -5, -5): sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, 0, -4, -4): 2*sqrt(255)/(85*sqrt(pi))
(1, 8, 7, 0, -3, -3): sqrt(187)/(34*sqrt(pi))
(1, 8, 7, 0, -2, -2): sqrt(51)/(17*sqrt(pi))
(1, 8, 7, 0, -1, -1): 3*sqrt(595)/(170*sqrt(pi))
(1, 8, 7, 0, 0, 0): 4*sqrt(85)/(85*sqrt(pi))
(1, 8, 7, 0, 1, 1): 3*sqrt(595)/(170*sqrt(pi))
(1, 8, 7, 0, 2, 2): sqrt(51)/(17*sqrt(pi))
(1, 8, 7, 0, 3, 3): sqrt(187)/(34*sqrt(pi))
(1, 8, 7, 0, 4, 4): 2*sqrt(255)/(85*sqrt(pi))
(1, 8, 7, 0, 5, 5): sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, 0, 6, 6): sqrt(595)/(85*sqrt(pi))
(1, 8, 7, 0, 7, 7): sqrt(51)/(34*sqrt(pi))
(1, 8, 7, 1, -8, -7): -sqrt(51)/(17*sqrt(pi))
(1, 8, 7, 1, -7, -6): -sqrt(714)/(68*sqrt(pi))
(1, 8, 7, 1, -6, -7): sqrt(170)/(340*sqrt(pi))
(1, 8, 7, 1, -6, -5): -sqrt(15470)/(340*sqrt(pi))
(1, 8, 7, 1, -5, -6): sqrt(510)/(340*sqrt(pi))
(1, 8, 7, 1, -5, -4): -sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, 1, -4, -5): sqrt(255)/(170*sqrt(pi))
(1, 8, 7, 1, -4, -3): -sqrt(2805)/(170*sqrt(pi))
(1, 8, 7, 1, -3, -4): sqrt(17)/(34*sqrt(pi))
(1, 8, 7, 1, -3, -2): -sqrt(374)/(68*sqrt(pi))
(1, 8, 7, 1, -2, -3): sqrt(102)/(68*sqrt(pi))
(1, 8, 7, 1, -2, -1): -3*sqrt(34)/(68*sqrt(pi))
(1, 8, 7, 1, -1, -2): sqrt(3570)/(340*sqrt(pi))
(1, 8, 7, 1, 0, 1): -sqrt(595)/(85*sqrt(pi))
(1, 8, 7, 1, 1, 0): 3*sqrt(85)/(85*sqrt(pi))
(1, 8, 7, 1, 1, 2): -sqrt(3570)/(340*sqrt(pi))
(1, 8, 7, 1, 2, 1): 3*sqrt(34)/(68*sqrt(pi))
(1, 8, 7, 1, 2, 3): -sqrt(102)/(68*sqrt(pi))
(1, 8, 7, 1, 3, 2): sqrt(374)/(68*sqrt(pi))
(1, 8, 7, 1, 3, 4): -sqrt(17)/(34*sqrt(pi))
(1, 8, 7, 1, 4, 3): sqrt(2805)/(170*sqrt(pi))
(1, 8, 7, 1, 4, 5): -sqrt(255)/(170*sqrt(pi))
(1, 8, 7, 1, 5, 4): sqrt(3315)/(170*sqrt(pi))
(1, 8, 7, 1, 5, 6): -sqrt(510)/(340*sqrt(pi))
(1, 8, 7, 1, 6, 5): sqrt(15470)/(340*sqrt(pi))
(1, 8, 7, 1, 6, 7): -sqrt(170)/(340*sqrt(pi))
(1, 8, 7, 1, 7, 6): sqrt(714)/(68*sqrt(pi))
(1, 8, 7, 1, 8, 7): sqrt(51)/(17*sqrt(pi))
(1, 8, 9, -1, -8, 7): sqrt(1938)/(1292*sqrt(pi))
(1, 8, 9, -1, -8, 9): 3*sqrt(114)/(76*sqrt(pi))
(1, 8, 9, -1, -7, 6): -3*sqrt(646)/(1292*sqrt(pi))
(1, 8, 9, -1, -7, 8): -sqrt(57)/(19*sqrt(pi))
(1, 8, 9, -1, -6, 5): 3*sqrt(323)/(646*sqrt(pi))
(1, 8, 9, -1, -6, 7): 3*sqrt(1615)/(323*sqrt(pi))
(1, 8, 9, -1, -5, 4): -sqrt(4845)/(646*sqrt(pi))
(1, 8, 9, -1, -5, 6): -3*sqrt(22610)/(1292*sqrt(pi))
(1, 8, 9, -1, -4, 3): 3*sqrt(3230)/(1292*sqrt(pi))
(1, 8, 9, -1, -4, 5): sqrt(176358)/(1292*sqrt(pi))
(1, 8, 9, -1, -3, 2): -3*sqrt(4522)/(1292*sqrt(pi))
(1, 8, 9, -1, -3, 4): -3*sqrt(4199)/(646*sqrt(pi))
(1, 8, 9, -1, -2, 1): sqrt(13566)/(646*sqrt(pi))
(1, 8, 9, -1, -2, 3): 3*sqrt(3553)/(646*sqrt(pi))
(1, 8, 9, -1, -1, 0): -3*sqrt(969)/(323*sqrt(pi))
(1, 8, 9, -1, -1, 2): -sqrt(106590)/(1292*sqrt(pi))
(1, 8, 9, -1, 0, -1): 3*sqrt(4845)/(646*sqrt(pi))
(1, 8, 9, -1, 1, -2): -sqrt(106590)/(1292*sqrt(pi))
(1, 8, 9, -1, 2, -3): 3*sqrt(3553)/(646*sqrt(pi))
(1, 8, 9, -1, 2, -1): sqrt(13566)/(646*sqrt(pi))
(1, 8, 9, -1, 3, -4): -3*sqrt(4199)/(646*sqrt(pi))
(1, 8, 9, -1, 3, -2): -3*sqrt(4522)/(1292*sqrt(pi))
(1, 8, 9, -1, 4, -5): sqrt(176358)/(1292*sqrt(pi))
(1, 8, 9, -1, 4, -3): 3*sqrt(3230)/(1292*sqrt(pi))
(1, 8, 9, -1, 5, -6): -3*sqrt(22610)/(1292*sqrt(pi))
(1, 8, 9, -1, 5, -4): -sqrt(4845)/(646*sqrt(pi))
(1, 8, 9, -1, 6, -7): 3*sqrt(1615)/(323*sqrt(pi))
(1, 8, 9, -1, 6, -5): 3*sqrt(323)/(646*sqrt(pi))
(1, 8, 9, -1, 7, -8): -sqrt(57)/(19*sqrt(pi))
(1, 8, 9, -1, 7, -6): -3*sqrt(646)/(1292*sqrt(pi))
(1, 8, 9, -1, 8, -9): 3*sqrt(114)/(76*sqrt(pi))
